V_PNR,fodested_kode
62b37608aecccd9017fd6296ef75c36b0c7e0139360a1da0f40cdde953043b66,832
a3bb886436166010d5b1f1856345606344115a96493434cde629c3e99b0a11b3,832
a9f1c21c6a82e7b4eae502daaf3083209b50170c1cba90cc9da0aa9f315244f1,335
afe2ca6c777d62104287404c2c222023bb4620d9e76c9e98ad6a9aea297742c8,158
2f71dfe90e5e9503b9f7dfddeabceddeb64f2831af19e4bdf4c59382df471308,181
892d56650353067f28c0d7d5e27a5018266d20fc50fe4b55e5dd4b21cf24699c,73
b4586ab267dd5b6624a66fd8940ca2f9b24f2a2929db60186c26838a7718655b,831
ec433c7539ea127c4bdba41421ed8dbed32ff71d79f0e12f870494f03f0d929f,569
6271d26aa5bec1c23ccfb8af374c8002e2b521d3715ccfcc6936f6eada1a2da0,530
18f06fc39d413a8a06fc7f3684c1d340f36a30ae7d22b5d6be2d1d9e4793796f,81
cf571f1cd1f44001ef111b644e96cf6b1f95394173fa42a85e0493cfde3332ed,583
141838b91e128150efe4210650743754e6d3e3dd36f92d7bfc9ee97b1d05b74d,524
c05c80e56c2df89c04089add98d3cb80b8f18dcc91eb480d1e4d36309805b654,23
2f73016d60c2c5b6c06a98aa50407233a86e30501b98d301b7f31d90c98fd01d,622
de50a117eae41160fb40befd3b1d845aa259b999ad3177792a9244cd9966b5e3,63
fe334df1f3b786ce96c0d8c186c80591f07a92dedaca731c3f7da011501e7b0f,53
6966b1dea184befbea8e5659c9faa8f034a6dd5da5c101b01b741ec25f32cba8,79
6ca38f59e0e1a0c27778e8033c06324f69aba83ce79784586359ab683fe2589d,618
a9528279d9ca59585321df52d2c66149031cdbc5e9de6f08f47fcdbfbca1a851,576
47a83af9ddd822f98fa58aaffd526e5bf30a60eb46f6d97c7b4206b7741b1b10,464
1651d8beca1b498a88098a28657a72ba82ba477608983fc853ed947dd00f0ba9,396
d98dd052e1d20300ddaeb0a8f2c069f8a6ad6ab39260476753c8f9379a401044,26
5950fea2c421f70c767facd90d84c9a1be97014d3c1d94674d614ec3eeb79070,630
ae8adeaf6445197088398c0c8fe60254418f738ff6491222075420736b4bd9ea,809
a21e6c492896119b51ccf23832949de9c120121ad8dc72362215aca9bf5d07e8,52
af85fe5354,528
c13dc66c455af88f0988330b62e1b76d7d0b61b5dd0094e7ecf3354397f29b95,100
8858c100cc8b3e92d81dba0ca5c0234f6c8e6b97ad386dea278fd724ca986b15,640
b76c740af1820b1d4be69b393a9832f0cf09df7716f59c3144ca1947aed42a2e,0
c267d3fd297e0d37ee584d143640de34a2f86e8967fc9cea59b32e37055ca0f0,561
537574a65111c5e4e817ecd15cad1fa755871b5c769fd904239286458e91c624,798
b84ea88a0d5381ec5ae1021465bd585771921d21d2ca844582d5d15221dad2a2,248
a03db9f582a068c988d99ab0744fc261db9795e0ea19f6d6880667c221d91d67,640
82ff334a70,246
1d6e3d3fc05a26e29b98f94fdd0c117f358a13339e4b41ccf2bc3e948433b570,243
63b8890261b42fe63e82774c50c6ffea73aa556efbb91f69ad48ac1d4cf7cf7f,430
4e96d72f88812673ad251c5273f29247ca742752a20b3910f47bd2aed0698da5,141
891db7bb10b02d7e41ce0a76aec8ddfcf34dc8f203a9a8953ac66596a58b3163,597
d2b093d86d8876b8df8010f797c4ee9b46a665e08ef5a94da2b2869daaaa85e6,820
78e9b07865,331
46daf7442d,795
124451eea55b9198e1e5f190549bcd4a88c0581f29c1697aee28779ebaa206ed,151
cf09119832a3384c1d08abac3ea629e092f2e630b0b9ddeb80eb77332baa1fa2,388
82af35a3657bbb8336c18b5d20adf95190df4b9ce50eebc1255414ac9d1b78e6,581
777c9145e5f91230179ee9211f9c7dfe52da9558f6bfeb651ff4b6ac101335b4,546
9eda323aeac7f484299fbddfad14ce80860c85b14339ba9b6de048b9ea6c58e4,579
1798bdd38d7d3d83ed634fea2010b982e35c166adc03929eeff3bda85af4ac8f,441
666656c34c5235adfce636e5be695f4a271b2d0c97f97abfdc57301333d4534d,390
ed59396f90942dd0a81bd0e8ec22f6c919712df8e62828d303a9494c2aea985d,406
12c0dc00adfd752254b6fd15e86105a270e1ccc2089c4f52d0faa3a74afb981a,618
1310673fde,329
b03e4435ea71d632f6477edb185fc64ff3d38e735ddb677867bdefd22c8566ca,873
64fad2ba12dc8ca0fcde772d23cc699551260c2ad23f59d6b3600d5a5830eb54,27
bfe7e423793ed1aad260ba4faffc4c4884b50e155fd26a64277215cdbcadd4c3,402
cab26f9d51da48f62f92839129c6c24e3c2c390278b6b8d0d18123df21110045,485
46f654c7124d2a3beef18f31357b0ab0bc16a37646028f9b898636eeba6488e1,885
acfddf5418ad75cffae5f49570fb590fa149fd56cd63f4f35f4e29546f014241,353
7ec66ad88b435527b9dfca27ea4fd23032a16889aae83dd888b70c772d8b8ed4,263
56ded726aa3ed26476b5cd98b704525eae60abcf42820feab29c65f64950f36d,649
86270d069729235fd0a5db93c973976d54be190dfa977addd5c28a1ac3174333,35
cae47a7d0c0f8df2d04e3db25507e65206e469cea3935c04406e270d2be8bb38,745
8d30973e4084d004c3c8d5c5b5182d0cf1786cd9fbc419c915bf90480802b905,112
c31439461dadd0b27e265f6bbee76556e380f0eee9440724d5dc6cec04e8b688,440
35f18ad0dcd1cc3e5d60a5a3f81d267ab81c6326a649dd5f12db9892d4f83f64,657
ee6fb1a0a8f7bfc01d0b498964f797708a95b3d59b3fee17dcbb426fa1c15583,557
82e1467238fc18363c80fd32137c8c6183d3f3d41df70d7b2666661478d11b8e,168
a35fa2fb3b11ef400e6a43a8c38da671657eb1bc8fba4ab31eeb8edc06c9ecb0,838
6e82c34ee6ac437d8ccd841aa8e8fe5122db9470589dc3805eff9e4674364d05,638
b37e58053608409a4b1eaeeaeb7c922764d7fabf9dd5a5240d77d39850211961,343
c851ce8e231ef8f5cbeca4471ba021cbc8c1107410cb016c46db8bcf7f3c458b,875
cc6bb97255015af49c5607e4452d2c1896d8bb6f20e729bb9aadb87220f2684b,268
75a7af20435345330e9b36cf437f2b10d33b9525bc139226f8943b973a9049ae,513
71386a45b00c989a47cee372bf0a80a7ad275f4a9e5b3da646411b9d5423634c,148
6a4920af6727190b2e38a79d5ba9fbcfff9339e70c2bdb6f93cb83960e4f3e17,761
273196e496ab49ea4941f5d2b35743c8293e67572d0413374d46cf101342581a,387
7d650d34ecbc0a6137a3a5cc8a0e4510bc31ad391a582d6581c541a3995cd575,523
a4101c8920e2f809996ea2f3ec34dfb84ee36146a55a7e72269f495d2d52f0c4,597
e97b6b928080e6fe572877795e6d2d0939a00553053af92d928afe3966180590,662
98215ec8982c8bbf5bbc31d0a6d4aa70fa55e18bd77d434cbb87916666b8fbd6,617
e5a41f09ed8ac77153cf7591b5ce9cd904c39a76fc8e2ebaca75b7ab2e67cb0e,629
e2277c8d16384a52c572ee16e13755338f1fe303bf72bcd810268b446ea0d5c6,36
3626d51f7a45f1fc16710048c4a28c8353396226c3f2f823df138294ffe3feb6,836
9d11f15fd56c33073ef9d70e86e0792a3237e58b90990a07167b2dc605ada39b,692
4c3629bb35769a9fafb62fd6315d14b44296c36c0f24f049985eba2c3bd44edf,259
bfa633f7c9bef1adb6f2a552f6b8da477f7e8d58eefe627f487af0cb96598046,234
f53728791f2913907b1946db161c3795412b1155724f4d38c44b7423dff035ec,847
b352ec35e2e9d57e3c1ecb2a404faf979d4ca38139e522b07bc9806cca40817b,520
e62e39142d3d53ebf732c4e13df5175ded6cf09757fbbe72af7a95b53bc20427,869
bb8e0a39054759dcf9a164258bb33f542bc2140b19ac0cfa113712ec5caff5dc,700
7bbacf4291,137
d51a0cb4675343474844e50e50ae6bd4298d58b4b9c884d363c283218dc43e5c,451
a2be2d28cf45d545dc680f76adc856b7b65487b6ced75851a062ff1854e0f1a2,821
8884aceaaacfe15fa9bbeac9f8795c6fbcb9df254d7558994c40af5092ae8958,342
d698ba8b70,634
ad630817922913de8c9ed2ff0b4f58d60b5bdf2dc92092e93aaef86c7004ac6e,502
82c99dab08aaa977dd0821607a10e9ed1f851063f6cbb039e7acf9f8345ea515,235
3e8501f9976f0bc2d775b6b2aaa74953593ef00d1ed61393e8da9a4eef431f9d,872
e86f56116e9fe43031c8de7d553dcdafb8a6e5f99f6cba2d4019f1d374e1396b,70
def2e581dd008b279dc3e8403dde890656fc2d8665169bda041d7499b2da9a96,419
7bfdf3ae11d12229c78d21d623a0c88b4ec3997376dc933c8ab35e613826495b,235
9975d7bba3b4d7704499c466064ebc5b7f03f60bd6c48a9969dc863ce504013c,368
191dca39706c508615aae314b9b42c1062fad1b66c99fa4fa61956331453f575,884
3cecbf1c4114629c36c9d7b6a852022a931dd0e068f65724fde5090b211d3293,203
9d2ff34017aa55005dd467d04902b0d095251bd473e316382f3763a793e1f0c5,571
520221bad9fb57d82b954a4d3a4be7dca0abc566055bc29f4bc802a82ea6a5d9,109
c035da757e17dc5eda82bde5a52133c415f15c3e80c6eca340d2508cc2af1ada,895
b10b29439f99d1a747f54460f3ea1eaaaebc3dfe8e3e31eacb76be49aad7d376,702
916d4da36f36936461ccedb04e4cbc7399669bdc9be57051a0c84c0bac72bb6f,858
bd4ce494a20773c611181f5304c726161ffb60e15e17894dedd3361f301bb140,9
7833acf698810495bb66d4839fd26e5ad8eec3d58fdfbeaaf091da3bc5a2ac7a,521
f8508ba3830b99997b0cc3b36d4c58c4bb3929f26c8bd1e485ea0da309d42cbe,312
d319c07b61059768ba1009436a9ab3d9ce2a2d3badc8477ae3ffeaa133ecaca9,376
e4e388b36892257e138909d820045c9bad57e8ba7e540a453ce37fdd606e307f,148
7eef5e333194ceef1538302d268a0aabec75d508c8804e8cc91e1a9a01da082a,760
f280a3c64772bdac0a945466902b35bf8133d11ff231b8c9a526a0ff39cf9510,800
ded1fe3db5a473d1c3a59fcb0c11576ff2fef1440f3d5a45cc3422944bb5a3f8,132
d866f6cdee64ccdaa2af148b5f1f71fd689533842b578a36cbd72e72c308c6ba,889
9e31df00a68d6f3b7106ef5e7ca72c2aff4702f953e217791594d9ed1ff6ae12,382
6c5278d0537dffd56b72297e1e1b03d3f70158280eb6ef40df382ba8a37b87d8,410
549d78e7956f0823fe0a9280f7b0b4a20e0a08f37c4d5423559e44a9b9d35f70,123
6cec02dc8bca0667d3d4eaff6483d94321d86f8a21284f0ea61b09cd05cb049f,249
c447f94e0c5afb8ae47fe33b6683b8045b97e207d42150ef9a5ce321c7cc90de,346
8e8af4983c3cbaadfa5a1cb1aae3ddb0d7f2295bcf3393a04ec9a258b9177300,393
6ca187abc454ce3ac4ef8db34af3076601842773da3240e332320873f6ece746,472
47fa5e4fc4a2840c0538f93d1892245a8265340f2651cdd71d4126a1ab0c5d64,514
523363977508f1b1a0d9995b9190904805507b06078a254aeeaddd25b63b1e74,530
f7fc5c87565b9dee1d0bf330a5b2387dbbbd9574e8cf603ea3d08158f4e47b44,324
beac90faf887cdd3688baaff799494e03b9d5d6831a512f0422528b65dd039f7,441
9cc7e89e78c5bfa4893bbd93564355801b42066e4bf7a8bbb3cbd189eaa6c83d,41
c46d82a509231d90c59c0ce32824bfb13e383b2135c73eff230374efc6ee40f9,742
707570f5165270d910fdd720c45fe8893cf8c889c90d05240589657f9b153440,816
12a7367ee6,44
04071735c565dfe0ee4cd40649053f1552082776b6f1fcd8f47baeac121ebb8c,132
5c34565fc8243e7a211bffa01a1ddf3f13fcb5e4d6cabab60967f98e7427de39,202
06037e7834c2da47fcec71fbed7184b39232e1c9cac187a36442af6dce65f7c3,636
e04e92ca6ed1b6bf965edf482005b0d029a15e95df0be0652cb79266ded283d9,181
410b0e904a9330fd15c091a04d8c55e134cfb4ea2fe3ffe19dc4965886ae5a0f,425
d00e481851b01c0059e820d20d709e5f25014cbc178d2c38da1294bfab80829a,446
9c033a5c4c5880ebff9d1a4ba619f2fd9bb68d58865ae7cb904a8be2146c2dfa,42
c069e18142b7304d1fb3bdd70dbfb0dca853a8e38fb570564871610d61279a91,720
67a2a85027282e429e30b420984d076999238997ae4b334dcc924c18c94ff29f,105
a41d58a383a817d66ef6fda89d864517798d84465f59f40c5e96b8b417a89b59,708
33e609e822d2cfcb042ce73b69c3703cdc9d11cfa17ac20f553c927d97bedcb3,675
91800667435cb5b14f7b7c8b7b226784b64ac4d079ebecd9a880ca0e2fe26f2b,512
1ff9f0d23ec3b0bbef6f2bc2be855d5a5712bea8bd20819a19eb405abf8d026b,458
28f6520487dd06c06df9b00d4c2e039bf9fa95004893a4760c8c62ac0b6b1b79,347
1a1e49febb035646d3f8c82a1411c20ea5251bcce230b58abc40b59c2448bf96,80
61aa52d3ba53a5ae32049edd007bf17a322174aebde286d8567e7cc89047401c,492
7700fd5b975888f7a77fab684c9419240e9908115e7745cdd99d815dcc5b9519,6
3be49d12a41379bc49a0fa212b5a3b8f5661d896930c16193b29e4ecf66e6a88,793
d5725e357b91ad88efea0d96e2e0b5282fe49b2127b5d462619bfa4607a0cf9f,259
e7691e1a825a600211a8c9c807975297e3fbd143b31bfc53a4829aafaaadbd2b,451
659b1db12f5d047c3b75b4a36ccb1fc49c2ea5c8e082699173b0e21887fffab7,613
51a83cd78f138aa503606358c7d1ad81c491d21fe119a859e5d2bf97d79e7ab6,530
3c8436dff07cf328887885b63b232c0d825da8a5d1ff8b67e7eb61f86407b961,342
6090968e38460e5f566df02e9a77918848b80af1f796fd16465a3e07c021b847,479
256ad43d876ff63bb317620644ce732783c073311ff59c50cd0a6df2d725cc86,171
ba9b5b9f8d513634cb9535d9bd7c07558b11f4d413b3b38f748298a511e4c314,821
5610b5a1c82f953f90e1f61737acae64f67a48936304700cdc9f2f0836ce91f4,555
c0691faa8ee8c7939e9f5404c43b2f0b2287be86239e318fdc044f30d0ee266c,632
0151fd4dac0cf880751a6d086929d7481b063b2cf4d83a3674cd3f1bf5840580,33
614930c483c3d0990312caf80711d706c336f6c5e4539c1de920439bf497641e,863
049b56388b,63
a9cf74f98ac0664d0e0fa1dc4fda7e27d26447f52eaa985291a995f1769a1d74,690
510509afc81ed9edb2809b7c74a82472e703d5bd19c28127f77801a85937cec0,111
5a210d799ca5d47d19b0a34ecd2c4fcbd3f229c8a3c076086ca92a6cf228f56f,346
c7e5d0d1d3e37fe85886d0441459c71b60cc121f8d2563c2b7a4bdae226e5ea7,863
06bb9e7b68f02328509f0b4a2f5c4a0e7eefc1c0c27103bb2626242694b89bf0,679
fc35ea26b2a6d985f0d20b9f9bd8188650ad055d2489e77fbc99c4421431ddb9,225
98a83c001bdc09490af39e42a2de8a090f65c0fc67a925d15ca8d4c72d99bf47,403
a0090329da858fd8497c8278f16d96ebd8061a5f7a46acb6d258698ff58dcb1b,215
c50b2dad644a8817e91ad51745b9c19f77f9bdb68c23b8d9865e8422ae88f934,21
775617cdca3cb33e9d6f9306071ea1e6f1385506e79e8137efad18734b6d7539,422
f1f68729809ac4034d4571a9c99831d1e058cfeadbc75ae45ad341a3aa9eefbc,550
387227eb2a6927692a06bf839446ebb3c94990ca3ecb75529011997025835d27,748
60cab87e1dec1195132982a4949a3ad85f4beb00e4ba965903514e292824e61e,775
9ed8ddb573051c7cda475e7b30c773aaabaef848840741bfbfdb72eafda35612,23
9bb084f3579ef4397a41056c3627595338671603464ab0e590310ceb51a75dd9,524
a69baf852952803b43ac086485463a19464ca000c50b4251ecc6453383cf612d,112
ef3e8bb47bc73f56343c219bcb71fcd5489cfe5f2cfa33aa48e0b862bdd4e916,858
e8c85178979a94ce5d260eac895145f3213d9e4cb53963f4acd6892d2fb47f35,763
fc12a21864af98134c027b2899ce548de947f31b40b3c48d5042b222d777c146,270
8d450d9588,323
eb002970cec8f9324cdb08978641add79fb5051c27a7c02b56a376512a821b28,539
0f2ea1e922fff4f08dd17ad21a18473a7d6dc12266a57b94ce9224b8a7b9cb13,746
82af32783045624005ea1475e2d858aabb53cb40347ea7e100729893b5e1efd7,621
7926c98ab0b40c9176dac880028422f65fb32383794639f47c0e7c729f0ca7cb,31
a811c7f52d,278
7f8785df080b31a7bb4b93334bdf310cb40e3d7f2092a2108f2eab55a1b19e16,298
cb5b13c90f25866d776a361d718c9405cc415db695f548cc49be2b6cf98c8a29,565
2bc12edd9ac9697e404bf5a464e452320cdc60fc842ddaa35b442c29724bc7a9,839
09dc5e0eeee6342e11030699c8b56be73ecfcc9793441225560991854f9ec18a,339
89d78ef3b23cfe06c123528b411aa77f1ee0bde44d287a30f576649dc4cc4620,101
63ae0cbd59a6cabc6bf44ae59142c25104a4a69d4c1b70b9c243fa33ddc0633b,533
e641e3fbeb,860
4dfe25bd3d4c6d5dff3e56aaf0b9a5a409f7612adcd4aa6709baa9dfd1df790b,571
ae4dcdc2d646f2e3a8bf390f09666b4f93aacebeb12b4510dce43fe98b5ca706,715
7bdc6c5d28c1e96c1e675e026c8d2b62ca8770b00e8914075f7290ab7780ebbf,275
077aa63efcad145887e0e46a8f2e98e2eeb7c424e5c705b2b00f4580203bb8e5,560
a913c2179b623f2f9b6283e4e1458a40cd97c19f3c0e3caa73ab2816c1663c26,848
3c5e3a43b2db4e4941277eb2af98698d8cd1426c7a8958dae26d6ee381cff0b1,794
9e85aa9743bc2353a3be788a8d933f6e6d2fc3a115a6e4bebdaad82f7a28751c,838
87bb982acd73adac25cb6c29759ebde3e4e3fabe6f3f24053ea50f5106231b0c,800
d24ec3cf0a,626
03e7119ad4886d451d17deee56ff25a9f0410d1d598a711ad390126cb6fa86f8,170
84b3b7f900c342d25a9093341b019bacb886c3edf10c3ceba096174c25e92bfe,525
56403532b937467c84b3b54daffad9704fc966104fbd0e36b7c93b1fff1afee9,91
8e4cff74fa444d8fe6a8e690b47b635f55c4c03f1826f8a9b508544d2a38c4f5,474
842be58b7092b6b7e1771560897c14419317d736cb1b928cc633e86f4c78e8ba,246
44713176141d97b00b30467b4d18ca53e8cd07cb61ad3aaccc3c899a5b0bf5ec,293
27e9479825b7bcdd1748a99fecbc1ab62f0df407819381dff02273c5046c8f24,653
549c6d08c244d26f98060f327d34de0bca8d8ac28d02ef4ae05b12add15c8dd5,677
30d6a37c57e5af56fd6d6c7b465629345cc0f98d68a32758cc91fe1f1be8051f,669
17c8d57ec9,725
a31ae4b15661c4741e005ae91c0971b193ec1668e4f8436ef6f7cefd92868250,57
1f7bd1096e9d046f139cb7c762b743d87a843d4edd77ff80574e5efa7e336c3c,596
1e35d1ff828813ffd59bd23589c59693c2086514e4929e0c2f386efe6d7ffc00,827
e854104175629ddc03365734c9ee3fd822fc4e05a2e82aed128f4d3c82f7e44f,725
0244fbc91fb4538bded40f6ca4d94a703d6e032adee76d9489e23b68a81bac0a,533
3c4510b2af05f952e6ae51d3051ac02814d0f8bc10fef1832f88ad69043795e7,488
1112f4d434e3fce84c2d061011ebfd9d16cfad753231c393897f267a890f9ea1,315
c84ea558c322850e753eadcefcf7c0df680326fcddf103520f2050d090780cb4,370
d98f3914d73c5c1142be1a53315b7cd7c81b8a1ac4e015920d1b1b380adb9610,252
b817259afe256f0966d1610a6f70396308a3f4b27f9769a576d1943039f3d59a,441
f1ffc6c95cd9369cf29ca674f902fb112dc4fd783dc5b0867350c45008c28e64,874
7c3d55d4da364180c40b453f29ad8253bed56e63d2e33b1754ddbc9d9ab37323,154
acbd411692bbd768161410e3b4dc6b9b43a703006a78aca6081780e330936fce,256
81c4cb0b46a42515965cf6099ceba5a7d2d1ec107fed8311d8f7eb1cd3e8c969,884
cdadcb2e40c849d3e7a6f9435376f77eceb0282baf05377e85b45c9919378ddc,573
53bf0573cdf8a721d6bb1fc221f238fac48b783ff90a2f671366d6baad0d4e61,536
2e3293257189d9c5505075815b9e351793a99fb6747b5c9a7a60dcf83c27a109,808
6e33aad7c6d64df7eab1d2f7717857e3129226350b0e3a7d5f56f86782414b6a,390
c36f12ce94de0cef20aa258250ac2f9141f1874069f39d6bc510c0d336dc835b,546
744f054125fdd8c950dc4abb5b66cd00d2e9a2e2023acb38166a2802ac9d06c9,876
30c8265093,844
fdcaad2cf4,764
485fe71ca198e3fe35f000fed95966241ef27a53bd7c56a555b86f98560572c7,461
249863f37e48c1531a2f7807fce743b6c6757eacf4306688ece2a3c7f369e9d6,353
d1534884083a92cd1ebc3b321715ef451f0449c4942e989c27788c561257e08d,78
af300135b47365ee6872ebfc4ba8fcd747bb25ca975e1a1df3d07333545e20db,68
3fca2e62d8c40e9532ae456624f27be78660f446777bc1656d04c5341e31cac9,727
4ade3293ab,151
55f6475c72921cfb62cdf2f2d0ef0d82adaa9de5fd8ecc5cd2bc34293e7e96e7,304
57708b8aefd1124dd28e8b08e823e78419309ff318deda4625e16f83990bf2e6,490
f334e09b3bbcc1b76f3cb9700d40c68f649ee0321410fd8dc37c8e8153576d4d,347
d750783e222e8d720f2d91e0a62a1117f6f135d79e88caf0fef9664c9e4966e1,486
095c7249d253fc641a38e67fc6366addcd2c23b02cd67d19db35e59284e61414,717
53b936d2bd3a3df6d0b97a34fabcd0925f8b97941c11aef9c465f7256da948b0,653
04d64ab072f6357f52ce8ec1c4c91b0ef54184708e0272cce56cf8cf7f33f582,410
ad92abccf93a1dc3a2e812f701fc94bdf5e9e2a0e9d1b2e59c39d132acc48f35,775
194640cc2dd0b3280ded865e9507b27f1adc9b01af1756c07ccd8d8b060c89fd,271
5ba1763f55f758522ff9502f431beacea9c008b58722a97b52072d7db970aacc,827
7f5eac01e7a4d94c0ce135a7f44961aa518615f5e4d59e1fd27a1fa175f242d1,265
9bbf1b4e4b349e40fc29f132924343c8803c69c902a7f1577cff27bf3748e727,666
fbe4b79229adad62c8c066767fb7cec6c7161567c34300c26471987a2962d4de,198
7702bb69d14bbf03920642be5edd00d5aa7505426649eb2018db53187d08da25,70
405ee175c45a3b3992fd5f895a3194a0fcf9eda66d8d32743a178f682808322b,876
5902c43408ed59fecb552724c6817ed9fd08999d7ffc0857016f7131c8b0f3e7,189
e581fd28edbac0202d29fd49a7c98f4df1858a929e7470092fffb787c05ead60,677
ca2d3aac86,672
6f40be9264cf0ff1b42b90ae52225ac92fa7301fb105126aefd09bc66ba9e03e,171
30b3c8cb0dfcfd3a398c0aa32cdc8961638fffa614f903e82de03b4e80dfdd73,511
47e399e611c7bade0345720846b37d2aeea9824117c44dcce4f981f560191960,89
ef5b3044abaa864e589bfe7c38b986dd2a8c3744611e436bac1e1ca9ffea28f3,716
47c7106025e3ae52c65be2c9cc0e417c33b4de43370e70130907b78fa6d5585d,279
b72c07b201920f6ccf9602a7160cb9f4f364185cc54b94e506b3ce94552bc9d9,188
66aa6d687fea4f9a95bd5e7a9048e083a7c6e51e239e7daafd1d3ba046bd3487,154
fdf8459c4e796f7e02d3c25c123c76642d975b084f57496c6d54ef1d4ed7e1ad,881
a73f688e1d22e00338bd3660207f0dd49d07345db66c5c789ec0689ac3083ab0,618
72af0d465743727694527667d482437b7bf6859b0b381c1c821032675ac7f322,138
e5f56e7db53599badbfe1153a22e0d60371eeb77b35c40947c600ecc27e8f144,339
70cfbab8cabd4de572e905be08668e486d85176aa3da400a66e2162583a82fcb,323
a3007e5b88ed9115976f8ab249f8b11a15c2d6d556d1b21eb55634ad61a3c6ea,623
2f2ce7c221025b41662b6d802984de08280d9cda1cbbfeedda2004e0227eac5a,661
0556651738d80c5f6cb9ee7cfd492daa556c5e8b80932fb2e9360e3286216afb,163
c9c5295637d665ee54a03e0187f6a2c593741ee9c7488de1e2ec3a79541af908,572
c6bb2e6ec703826a03d8daeebc55f2713d28cab3ecd9d56bf06a105488483ce5,431
f7b42c2f79c6e759bfff03c4719eb1c2bc1d1ac211145c8c7282647aaa43fec7,429
b30649d81b71d19d58251c278d99d5d475a9121bfe03820e117363d984b43ea7,832
f59b4b45f9938e685e3958ae4a7dab039639d4498737c454ff24ab805886d5e3,114
4123ecffd60a86f4594abe76a6fda1b0cc9e73a6b0d7b71ce2f1923b06404e60,493
1b307cf5faa054550a64491ac067fdd039bc8d5ff837d0bb4ffc065ea3f1cb7b,435
8d4afc3d5c89cc70cf836921aa6c9ee2994119b13be163caea2d27b4a64d971e,650
296a15765d,622
d650025447abb524e1b11815d9e544595383644852b323a7487823b98fad8f84,492
720ff121cae8b76c4d1a5e57d224f209f185ff001169a7b697bcdf3df736e9c9,839
8892261418f273f515736f0a3efdd4a8b367f8c84848cdd866cb33eb6bb951b1,659
6a9fe7c719,422
5b4f69535c,800
2a8e8df21b7b1b60b1eaeba2f6b2a88db6805b5e666cbeecf342d6a10b71113c,720
8816525a5669d5f004c6a6f8b1e987b5b65eaefb7958b3c38df33088bbccc9fa,853
ec2fb90118e3b4f4857bc9732042cfed7412a612282d20aafd82f8c9ce71bce4,899
471a0c99149439bd438600c115aa8ca565b3c6900e95215092b311dbb0a9334c,130
86f1554893d67da7b59272cf85983f00bdfab5ac4042f371ae7a25810301b91e,172
a82012824b5884f6324641abbb41e9558739eff918358ba59f4e59749fed85a8,294
abefe3b4753b6783beb5f542681c88a5409c09fd31bf853f37286a066aac8f11,701
148d5b3e8b6c43cbb7ca44261242f8b4400532ea7272f4355d27cef6f5df5eeb,71
edd1393d430d4af96e6530301b9465d7e8d5938fa21928f245a0015d2f802b9d,158
4963d7575cfadf77af8e7112c014c27d93361c8fd441ca54ebed7a3a0d9a195c,519
6a9e46f1f8f98f267953a17398e8f67919a4e1a8d9bcd7340982841914df73d7,6
3e59f5f530d6e440cf87fb85d292770dbbafad9d11f56ded90cd2b6c52754fc2,64
724191146e5218ed2ab4435e07c89b3d5fb2a820ab513cc126e59ec25ec91c6c,461
8e43ed0f631fd7bff96b705faae7821da57099bbf0914844cd31c3f9e1a4e7b2,86
e8e18e953d3acd1cc4b20ebdb7b75864ee40f45e29452cb382e3855a91b7ff71,795
542b8f9f832744ab4358cbe2b203d2aaba917a0c01c0aaead0a9b088a7319050,848
353976575ba502b7d992062113dad43ac0ce8fb08d2ed42ccb60f9df4df8b456,146
3b3a71b741ad68ac5c7114cca9d2bc15bbbd24c94e20ca593ebde688ae966198,578
1db2b3feae7356f1b0621868d25063498a7e005c0a82b617acd17e76ab3d2271,309
129bae15d4d79e988d07a276ebe424a768c9974121e4a324c66e94183f01f267,834
0ba67c6c6522d3afa588a865bb47ca7437a70fd271cf4d2cd7080f39c1b9bdf3,237
1a287a6092dac68ff20f12ca6994587f763c76a83bcfdacccb7e5dabad58bd4e,374
60660a28d4434abc5115ce2a1de5ef51639de5061f91d7cccfd53d2aedca25c8,78
978c6e2e2867f0dfb9af8af176f3e72eb2b30471bc0d58a7603f77f28b6e370f,784
e69bb3119a67a5a3c7e9d445f057f3c767b20a613d979b6ad556aa8387632fcf,531
8b3767b7ed51b5c188b918e01d06282d21f5d4595ffc3dffbd59fef859e37e04,583
001cf8fe433c09cd3cce2113c7f728d9fc08caa2ebc5adedc2cc3f9273bfcef8,184
ba8b8b3fd51872c96fec36b5cdac8fb7567f9ae4b3ed4aaf14b37d3c3379dde3,774
5abc556a23,663
a7f613a7cbbad03f56226141310a508be1ec9ec785b96c93bc26b76cb4a10c22,488
0a409a3d8a1cf973136d691e80b7e4b51e099b5d42e8bce390c28f2ee4a5e79e,867
ef1597621bad7c4fb61d1e6d79ff4d1ab28f48e85c7cd0fbb0a590584afaeb13,779
77afc7a41e6d0aacafe147fbc2860277b00050c70b8c597e3ec0fff4510edd4a,168
55fe33a6321d62a9153bd3d42f489165b4f996b690814151f8bfc961679b1185,701
4300b167f48adb4d78360b9c774f81caa5bd48960dd6590dae30acb29c575e4b,724
cb1603837ffea41244bacf76395c362bc32de361744f48bb1b7342755caffa0c,322
322404f843ac46b50af62bb0bd3bf59ddb704927876d7b801dd8fb6040b029fa,581
bf9c5eb6b3a0aa702acf3195ab0b9da4bbe0d271cd9d62d8a7945d05963e5d32,390
64ec09a87742287931b219ddd10deb173c2f60d8d635ccf404b3f9ca7d69c5f6,247
